Day,Date,Close/Last,Volume,Open,High,Low
481,01/20/2022,316.56,16925030,323.90,327.82,315.98
482,01/21/2022,303.17,28710720,314.81,318.31,303.04
483,01/24/2022,308.71,38936900,297.84,309.53,289.01
484,01/25/2022,300.15,25108450,299.95,306.23,297.58
485,01/26/2022,294.63,28348800,307.01,307.51,290.85
486,01/27/2022,294.64,21629920,297.75,301.71,294.26
487,01/28/2022,301.71,21871620,295.62,301.90,293.03
488,01/31/2022,313.26,21579470,300.68,313.79,299.32
489,02/01/2022,319.00,18023800,314.56,319.66,312.12
490,02/02/2022,323.00,58458280,327.82,328.00,316.87
491,02/03/2022,237.76,188119900,244.65,248.00,235.75
492,02/04/2022,237.09,89342250,234.97,242.61,230.11
493,02/07/2022,224.91,88613830,237.70,238.30,224.01
494,02/08/2022,220.18,94729670,220.85,225.77,216.15
495,02/09/2022,232.00,86563280,224.20,233.37,222.21
496,02/10/2022,228.07,49310360,228.27,235.00,226.70
497,02/11/2022,219.55,46156940,228.46,230.42,218.77
498,02/14/2022,217.70,38184040,219.31,221.00,214.78
499,02/15/2022,221.00,42685470,220.47,221.15,215.06
500,02/16/2022,216.54,45817460,212.41,217.46,212.36
501,02/17/2022,207.71,38747530,214.02,217.50,207.16
502,02/18/2022,206.16,37128440,209.39,210.75,205.18
503,02/22/2022,202.08,39852390,202.34,207.48,200.06
504,02/23/2022,198.45,44481360,204.16,206.94,198.05
505,02/24/2022,207.60,49957170,191.06,208.35,190.22
506,02/25/2022,210.48,37627550,204.94,211.32,203.18
507,02/28/2022,211.03,34239800,207.68,213.15,206.83
508,03/01/2022,203.49,27094900,209.87,211.75,202.22
509,03/02/2022,208.11,29452150,204.78,209.15,202.02
510,03/03/2022,202.97,27263520,209.02,209.08,201.42
511,03/04/2022,200.06,32146260,202.37,205.89,198.79
512,03/07/2022,187.47,38560610,200.79,200.89,187.28
513,03/08/2022,190.29,37508150,187.85,196.70,186.11
514,03/09/2022,198.50,31894700,195.74,199.10,193.92
515,03/10/2022,195.21,24852980,194.84,196.28,191.07
516,03/11/2022,187.61,34694530,192.64,193.56,186.67
517,03/14/2022,186.63,31010460,187.03,192.29,185.82
518,03/15/2022,192.03,31721680,190.80,192.28,185.91
519,03/16/2022,203.63,40640260,194.70,203.73,194.52
520,03/17/2022,207.84,29499680,201.70,208.04,201.11
521,03/18/2022,216.49,52127980,206.70,216.80,206.00
522,03/21/2022,211.49,30142340,214.50,214.71,207.63
523,03/22/2022,216.65,31998800,211.37,219.46,210.18
524,03/23/2022,213.46,23717320,213.33,216.80,212.16
525,03/24/2022,219.57,31502310,215.00,220.67,214.79
526,03/25/2022,221.82,40039030,220.51,225.50,218.89
527,03/28/2022,223.59,26224140,222.13,224.04,219.54
528,03/29/2022,229.86,31417860,226.07,230.89,225.29
529,03/30/2022,227.85,25588050,228.91,231.15,226.71
530,03/31/2022,222.36,24192270,228.45,228.49,222.26
531,04/01/2022,224.85,19544760,224.55,227.28,222.70
532,04/04/2022,233.89,28100830,225.98,234.35,225.86
533,04/05/2022,231.84,29727180,234.08,236.86,231.02
534,04/06/2022,223.30,28995080,226.91,228.99,221.41
535,04/07/2022,222.95,21037190,223.93,225.52,218.56
536,04/08/2022,222.33,18375710,222.38,225.13,220.03
537,04/11/2022,216.46,20516590,218.42,220.61,215.22
538,04/12/2022,214.14,20128830,220.24,222.03,213.13
539,04/13/2022,214.99,19231820,211.82,216.61,211.33
540,04/14/2022,210.18,18379460,214.89,214.99,210.00
541,04/18/2022,210.77,16580790,210.00,213.38,208.30
542,04/19/2022,217.31,20089870,210.52,218.43,209.00
543,04/20/2022,200.42,43036530,213.61,214.16,198.92
544,04/21/2022,188.07,49954080,201.60,202.97,185.58
545,04/22/2022,184.11,36426770,190.37,192.72,183.27
546,04/25/2022,186.99,29281060,182.73,187.18,181.66
547,04/26/2022,180.95,31747430,186.63,187.19,179.50
548,04/27/2022,174.95,71062890,174.43,181.21,169.00
549,04/28/2022,205.73,100890600,202.92,208.53,192.90
550,04/29/2022,200.47,49193430,204.46,212.48,199.90
551,05/02/2022,211.13,49915290,201.17,211.88,200.99
552,05/03/2022,212.03,41556270,210.45,214.90,208.09
553,05/04/2022,223.41,41375880,210.65,224.30,206.96
554,05/05/2022,208.28,41129190,218.74,220.17,206.16
555,05/06/2022,203.77,34747160,207.34,209.38,201.02
556,05/09/2022,196.21,36303200,199.84,202.57,195.58
557,05/10/2022,197.65,34452490,199.51,202.96,194.19
558,05/11/2022,188.74,31153380,196.33,200.67,188.27
559,05/12/2022,191.24,38262230,187.06,198.05,184.78
560,05/13/2022,198.62,24549840,192.58,199.89,191.28
561,05/16/2022,200.04,27112600,197.05,205.37,195.93
562,05/17/2022,202.62,24872730,202.12,205.46,198.36
563,05/18/2022,192.24,23959970,200.00,201.00,191.63
564,05/19/2022,191.29,24446940,191.20,195.29,189.60
565,05/20/2022,193.54,31465570,194.97,197.91,187.87
566,05/23/2022,196.23,25059160,195.19,196.99,191.24
567,05/24/2022,181.28,50406270,180.55,183.68,176.11
568,05/25/2022,183.83,28030190,180.40,185.45,179.32
569,05/26/2022,191.63,23056460,182.88,192.83,182.26
570,05/27/2022,195.13,22562730,191.36,195.33,189.80
571,05/31/2022,193.64,26131100,194.89,197.60,192.01
572,06/01/2022,188.64,36623500,196.51,199.53,185.00
573,06/02/2022,198.86,31951580,188.45,200.94,187.73
574,06/03/2022,190.78,19464990,195.98,196.61,189.78
575,06/06/2022,194.25,30574240,193.99,196.92,188.40
576,06/07/2022,195.65,18828690,191.93,196.53,191.49
577,06/08/2022,196.64,22267150,194.67,202.03,194.41
578,06/09/2022,184.00,23501580,194.28,199.45,183.68
579,06/10/2022,175.57,27478350,183.04,183.10,175.02
580,06/13/2022,164.26,31749300,170.59,172.58,164.03
581,06/14/2022,163.73,27244270,166.03,166.75,161.36
582,06/15/2022,169.35,30008250,167.20,172.16,163.98
583,06/16/2022,160.87,26944140,163.72,165.08,159.61
584,06/17/2022,163.74,31374220,161.68,165.90,159.90
585,06/21/2022,157.05,50724900,165.93,167.76,155.97
586,06/22/2022,155.85,47596820,158.38,160.79,155.44
587,06/23/2022,158.75,40499200,156.27,159.75,154.25
588,06/24/2022,170.16,68736010,161.73,170.25,161.30
589,06/27/2022,169.49,29174560,171.32,171.75,168.01
590,06/28/2022,160.68,27788730,169.90,171.30,160.61
591,06/29/2022,163.94,28595240,163.57,166.33,160.32
592,06/30/2022,161.25,35250610,162.15,165.23,158.49
593,07/01/2022,160.03,31423930,160.31,160.62,155.00
594,07/05/2022,168.19,28664800,158.14,168.25,157.02
595,07/06/2022,169.77,23085920,168.20,171.59,165.46
596,07/07/2022,172.19,24083370,169.45,172.72,167.78
597,07/08/2022,170.88,19249240,169.98,172.40,168.15
598,07/11/2022,162.88,21905130,167.07,167.49,161.91
599,07/12/2022,163.27,16639660,164.80,165.91,162.10
600,07/13/2022,163.49,16555140,160.16,164.98,159.61
601,07/14/2022,158.05,23765170,161.22,162.59,157.28
602,07/15/2022,164.70,23342810,160.54,164.98,159.82
603,07/18/2022,167.23,23574340,166.75,171.69,165.64
604,07/19/2022,175.78,25933680,170.37,176.49,169.51
605,07/20/2022,183.09,24784270,177.49,183.60,176.70
606,07/21/2022,183.17,27195820,180.63,183.85,178.87
607,07/22/2022,169.27,42583920,173.07,175.60,168.41
608,07/25/2022,166.65,26166330,169.00,170.57,164.81
609,07/26/2022,159.15,28468420,165.94,166.00,157.95
610,07/27/2022,169.58,43846560,162.59,170.87,162.02
611,07/28/2022,160.72,73214330,161.06,161.51,154.85
612,07/29/2022,159.10,42065400,157.69,160.14,155.17
613,08/01/2022,159.93,40596700,157.25,165.19,155.23
614,08/02/2022,160.19,27374520,158.31,162.24,158.01
615,08/03/2022,168.80,31717530,162.69,169.54,161.57
616,08/04/2022,170.57,23938210,168.30,172.15,166.80
617,08/05/2022,167.11,25832700,166.99,171.61,165.80
618,08/08/2022,170.25,27299110,168.00,177.51,167.13
619,08/09/2022,168.53,18655060,168.95,169.53,166.60
620,08/10/2022,178.34,30262130,175.99,180.48,173.95
621,08/11/2022,177.49,24079060,179.71,183.10,176.37
622,08/12/2022,180.50,21274050,180.81,181.46,178.91
623,08/15/2022,180.89,15878670,178.96,181.44,178.20
624,08/16/2022,179.47,21156710,179.44,180.99,177.04
625,08/17/2022,174.85,20118130,176.76,178.14,174.17
626,08/18/2022,174.66,18844450,174.34,175.76,171.86
627,08/19/2022,167.96,26240800,170.20,172.32,167.05
628,08/22/2022,163.05,19499710,165.49,165.49,162.26
629,08/23/2022,161.11,18111780,162.48,165.05,160.70
630,08/24/2022,163.26,20891480,160.60,165.46,159.77
631,08/25/2022,168.78,15550510,165.18,168.88,164.02
632,08/26/2022,161.78,24023630,168.48,170.92,161.67
633,08/29/2022,159.17,20052660,160.66,163.05,159.01
634,08/30/2022,157.16,19567950,160.36,161.66,155.91
635,08/31/2022,162.93,40952980,167.07,167.84,162.14
636,09/01/2022,165.36,30145680,163.58,167.36,160.35
637,09/02/2022,160.32,22634190,167.45,167.93,159.22
638,09/06/2022,158.54,19339780,160.10,161.69,157.69
639,09/07/2022,160.39,16831180,157.76,160.96,156.81
640,09/08/2022,162.06,22530790,158.71,162.23,157.74
641,09/09/2022,169.15,22129800,163.25,169.54,163.02
642,09/12/2022,168.96,23220410,167.39,171.39,167.28
643,09/13/2022,153.13,44444060,161.54,161.63,152.67
644,09/14/2022,151.47,43064200,153.33,153.54,149.05
645,09/15/2022,149.55,34606350,149.80,154.20,148.70
646,09/16/2022,146.29,40122820,148.05,148.58,144.29
647,09/19/2022,148.02,22169480,145.24,148.58,145.10
648,09/20/2022,146.09,23217350,145.78,148.84,145.22
649,09/21/2022,142.12,38338610,146.39,149.60,142.00
650,09/22/2022,142.82,34418520,141.55,144.58,140.87
651,09/23/2022,140.41,31710690,141.42,142.62,138.89
652,09/26/2022,136.37,30497020,140.12,142.24,136.19
653,09/27/2022,134.40,30826470,137.92,139.42,134.12
654,09/28/2022,141.61,32658480,134.62,142.03,134.27
655,09/29/2022,136.41,38985410,139.36,139.84,135.20
656,09/30/2022,135.68,33166390,136.05,140.99,135.50
657,10/03/2022,138.61,27723060,137.14,139.62,136.10
658,10/04/2022,140.28,34670730,140.49,142.39,139.34
659,10/05/2022,138.98,27979350,138.24,140.21,134.78
660,10/06/2022,139.07,36231060,137.72,141.45,136.60
661,10/07/2022,133.45,33214770,136.76,138.29,132.44
662,10/10/2022,133.79,24023980,133.55,136.11,131.87
663,10/11/2022,128.54,38481400,131.62,132.66,126.99
664,10/12/2022,127.50,34605250,128.32,129.67,126.25
665,10/13/2022,130.29,34325720,123.53,131.14,122.53
666,10/14/2022,126.76,23559410,131.00,131.79,126.52
667,10/17/2022,134.04,29612250,130.30,134.79,130.18
668,10/18/2022,132.80,25444980,137.09,137.84,131.40
669,10/19/2022,133.23,30691050,132.89,137.00,132.22
670,10/20/2022,131.53,26356280,132.93,136.77,131.31
671,10/21/2022,130.01,46348650,126.31,130.12,125.44
672,10/24/2022,129.72,63563450,127.25,133.48,124.57
673,10/25/2022,137.51,38433220,130.88,138.35,130.59
674,10/26/2022,129.82,89294680,131.68,135.55,128.53
675,10/27/2022,97.94,232316600,97.98,102.50,96.38
676,10/28/2022,99.20,95928310,99.58,100.85,97.51
677,10/31/2022,93.16,121361400,98.22,99.32,92.60
678,11/01/2022,95.20,110189600,94.33,97.49,93.55
679,11/02/2022,90.54,71821060,94.21,95.20,90.48
680,11/03/2022,88.91,60664010,90.08,90.46,88.41
681,11/04/2022,90.79,55638060,90.35,91.39,88.09
682,11/07/2022,96.72,81987300,94.78,96.88,93.10
683,11/08/2022,96.47,52088320,95.92,97.80,94.79
684,11/09/2022,101.47,107677300,101.72,104.90,100.74
685,11/10/2022,111.87,80670960,107.12,112.75,104.61
686,11/11/2022,113.02,59961740,109.23,114.90,108.81
687,11/14/2022,114.22,53394970,110.99,116.27,110.80
688,11/15/2022,117.08,50670500,116.07,118.74,114.41
689,11/16/2022,113.23,33287770,114.50,116.08,112.66
690,11/17/2022,111.45,35093820,110.41,112.33,109.80
691,11/18/2022,112.05,33357710,113.80,114.32,110.62
692,11/21/2022,109.86,24351070,111.52,112.37,109.19
693,11/22/2022,111.44,29028960,109.86,111.62,108.32
694,11/23/2022,112.24,21343080,111.72,112.67,110.73
695,11/25/2022,111.41,12007570,111.30,112.73,111.02
696,11/28/2022,108.78,23332820,110.78,112.04,108.38
697,11/29/2022,109.46,23899240,109.54,110.94,108.54
698,11/30/2022,118.10,43348560,109.51,118.16,109.38
699,12/01/2022,120.44,36551370,119.20,121.20,118.40
700,12/02/2022,123.49,39950460,117.83,124.04,117.61
701,12/05/2022,122.43,35474880,121.75,124.67,121.35
702,12/06/2022,114.12,43689180,119.91,120.55,113.74
703,12/07/2022,113.93,29461140,113.76,115.88,112.88
704,12/08/2022,115.33,30619420,116.39,117.34,114.59
705,12/09/2022,115.90,26033350,115.30,117.54,113.87
706,12/12/2022,114.71,24747060,115.18,115.72,113.14
707,12/13/2022,120.15,44701050,122.13,123.30,118.64
708,12/14/2022,121.59,36922040,119.39,124.14,119.39
709,12/15/2022,116.15,34530970,118.33,118.63,114.01
710,12/16/2022,119.43,67064000,120.23,123.31,118.82
711,12/19/2022,114.48,29769880,116.83,117.80,114.33
712,12/20/2022,117.09,28742500,113.26,117.33,112.46
713,12/21/2022,119.76,20392800,116.70,120.34,115.62
714,12/22/2022,117.12,23618120,117.20,118.62,114.38
715,12/23/2022,118.04,17796630,116.03,118.18,115.54
716,12/27/2022,116.88,21392310,117.93,118.60,116.05
717,12/28/2022,115.62,19612470,116.25,118.15,115.51
718,12/29/2022,120.26,22366190,116.40,121.03,115.77
719,12/30/2022,120.34,19583830,118.16,120.42,117.74
720,01/03/2023,124.74,35528530,122.82,126.37,122.28
721,01/04/2023,127.37,32397090,127.38,129.05,125.85
722,01/05/2023,126.94,25447100,126.13,128.52,124.54
723,01/06/2023,130.02,27584500,128.97,130.33,126.04
724,01/09/2023,129.47,26649150,131.16,132.95,129.28
725,01/10/2023,132.99,28684430,127.27,133.44,127.15
726,01/11/2023,132.89,25423050,130.96,133.85,130.34
727,01/12/2023,136.71,30757730,133.44,137.68,131.76
728,01/13/2023,136.98,22423840,134.97,137.39,134.84
729,01/17/2023,135.36,21147590,136.18,136.75,134.25
730,01/18/2023,133.02,20215490,135.81,137.25,132.80
731,01/19/2023,136.15,28625230,132.49,137.45,132.14
732,01/20/2023,139.37,28688630,135.89,139.94,134.61
733,01/23/2023,143.27,27470090,139.29,143.76,138.66
734,01/24/2023,143.14,21970190,141.69,145.00,141.36
735,01/25/2023,141.50,26622020,141.22,143.17,140.31
736,01/26/2023,147.30,25482080,144.40,147.51,143.30
737,01/27/2023,151.74,35771870,148.24,153.19,147.39
738,01/30/2023,147.06,28040100,149.41,151.12,146.95
739,01/31/2023,148.97,29842110,147.95,149.88,147.52
740,02/01/2023,153.12,55661020,148.03,153.58,147.06
741,02/02/2023,188.77,150475700,183.38,197.16,180.16
742,02/03/2023,186.53,76809700,183.47,196.77,182.89
743,02/06/2023,186.06,42483810,186.53,190.70,185.52
744,02/07/2023,191.62,47080660,185.58,193.78,184.40
745,02/08/2023,183.43,36139070,190.00,190.83,182.92
746,02/09/2023,177.92,37118810,186.13,186.65,177.27
747,02/10/2023,174.15,33433570,176.35,178.89,173.35
748,02/13/2023,179.43,31463220,178.22,181.00,175.82
749,02/14/2023,179.48,24034630,177.16,181.51,175.88
750,02/15/2023,177.16,25337970,176.42,178.19,175.33
751,02/16/2023,172.44,25827470,172.75,175.85,171.79
752,02/17/2023,172.88,24171260,170.22,173.18,169.70
753,02/21/2023,172.08,34592580,174.31,178.17,171.88
754,02/22/2023,171.12,22433160,171.07,172.76,169.69
755,02/23/2023,172.04,20017780,172.00,173.69,169.38
756,02/24/2023,170.39,19791330,168.64,170.72,167.66
757,02/27/2023,169.54,19277000,171.88,173.12,169.06
758,02/28/2023,174.94,46051120,171.90,177.55,171.87
759,03/01/2023,173.42,30998380,174.59,177.85,173.05
760,03/02/2023,174.53,17360710,172.38,175.01,171.43
761,03/03/2023,185.25,45877690,178.92,186.62,177.05
762,03/06/2023,184.90,33209390,188.00,189.66,184.64
763,03/07/2023,184.51,36701500,189.00,190.36,184.01
764,03/08/2023,184.97,19432410,182.87,185.26,181.34
765,03/09/2023,181.69,26582750,186.35,188.93,180.30
766,03/10/2023,179.51,25665030,181.01,184.77,178.80
767,03/13/2023,180.90,24727970,177.96,183.78,174.82
768,03/14/2023,194.02,41642630,187.58,194.32,186.56
769,03/15/2023,197.75,42123550,192.95,197.78,190.84
770,03/16/2023,204.93,50819660,198.26,205.76,196.09
771,03/17/2023,195.61,50141100,200.56,201.90,195.43
772,03/20/2023,197.81,25186320,198.48,199.36,193.64
773,03/21/2023,202.16,31826950,203.20,203.55,197.95
774,03/22/2023,199.81,28477760,202.50,207.37,199.67
775,03/23/2023,204.28,27389670,202.84,207.88,202.15
776,03/24/2023,206.01,27733040,205.18,207.58,203.55
777,03/27/2023,202.84,18527180,204.81,205.86,201.36
778,03/28/2023,200.68,19127300,200.15,201.03,197.90
779,03/29/2023,205.35,18851140,203.56,205.72,202.54
780,03/30/2023,207.84,22608300,203.38,208.09,202.82
781,03/31/2023,211.94,25440270,207.24,212.17,206.77
782,04/03/2023,213.07,17924610,208.84,213.49,208.20
783,04/04/2023,214.72,21026370,213.39,216.24,212.54
784,04/05/2023,211.48,19396630,214.15,215.19,209.94
785,04/06/2023,216.10,26104410,209.25,216.94,208.65
786,04/10/2023,214.75,16106070,214.71,215.66,210.66
787,04/11/2023,213.85,16710100,215.48,216.02,213.41
788,04/12/2023,214.00,18972170,214.84,216.84,212.58
789,04/13/2023,220.35,23310360,215.73,221.15,215.69
790,04/14/2023,221.49,21591210,217.88,222.11,217.55
791,04/17/2023,218.86,15481870,219.79,220.98,217.13
792,04/18/2023,217.89,12280980,219.91,220.44,216.21
793,04/19/2023,215.70,15898080,213.47,217.33,212.93
794,04/20/2023,213.07,16475440,213.48,216.75,212.77
795,04/21/2023,212.89,17717170,210.21,213.41,209.58
796,04/24/2023,212.79,15750920,213.68,213.92,210.71
797,04/25/2023,207.55,19198180,210.82,211.26,207.13
798,04/26/2023,209.40,41992730,212.50,214.11,208.88
799,04/27/2023,238.56,71196530,239.89,241.69,236.77
800,04/28/2023,240.32,39554040,239.01,240.43,235.75
801,05/01/2023,243.18,29143910,238.62,244.00,236.46
802,05/02/2023,239.24,24350150,243.18,244.92,238.99
803,05/03/2023,237.03,34463860,239.47,241.75,232.75
804,05/04/2023,233.52,17889390,236.06,238.20,232.93
805,05/05/2023,232.78,27000480,232.24,234.68,229.85
806,05/08/2023,233.27,16400530,231.42,235.62,230.27
807,05/09/2023,233.37,16865590,231.46,235.88,231.08
808,05/10/2023,233.08,19119010,236.17,236.75,230.72
809,05/11/2023,235.79,20448990,233.05,238.21,232.30
810,05/12/2023,233.81,16161450,236.74,236.96,231.45
811,05/15/2023,238.86,20653230,236.92,240.26,235.33
812,05/16/2023,238.82,18163770,235.79,239.64,235.52
813,05/17/2023,242.49,21193080,238.45,243.84,238.14
814,05/18/2023,246.85,22943300,241.30,247.09,241.19
815,05/19/2023,245.64,21733580,247.47,248.69,243.41
816,05/22/2023,248.32,27738480,245.41,253.57,245.12
817,05/23/2023,246.74,17748120,246.81,251.61,246.65
818,05/24/2023,249.21,17724340,245.28,249.59,244.95
819,05/25/2023,252.69,22371440,253.40,255.62,249.17
820,05/26/2023,262.04,25768660,252.93,262.31,252.71
821,05/30/2023,262.52,23816480,265.25,268.65,261.29
822,05/31/2023,264.72,25473690,260.00,265.00,258.45
823,06/01/2023,272.61,25609510,265.90,274.00,265.89
824,06/02/2023,272.61,19416930,272.66,275.35,271.12
825,06/05/2023,271.39,20742950,270.30,275.57,269.56
826,06/06/2023,271.12,19419010,270.14,276.57,269.69
827,06/07/2023,263.60,26163630,271.67,274.25,262.80
828,06/08/2023,264.58,20899360,260.62,267.65,258.88
829,06/09/2023,264.95,16949790,262.48,267.95,261.70
830,06/12/2023,271.05,15471700,267.17,271.75,265.33
831,06/13/2023,271.32,16164020,274.88,275.72,269.09
832,06/14/2023,273.35,19175070,271.89,274.99,268.32
833,06/15/2023,281.83,25973460,272.30,283.99,271.42
834,06/16/2023,281.00,43127730,284.75,287.85,280.13
835,06/20/2023,284.33,20701590,278.73,284.80,276.22
836,06/21/2023,281.64,20556170,283.53,284.00,278.36
837,06/22/2023,284.88,17563060,279.08,285.26,277.79
838,06/23/2023,288.73,51092040,281.51,289.67,278.95
839,06/26/2023,278.47,24232650,288.70,289.79,277.60
840,06/27/2023,287.05,26108260,282.01,289.35,280.66
841,06/28/2023,285.29,16722120,284.82,289.55,284.06
842,06/29/2023,281.53,15395690,284.50,286.57,280.69
843,06/30/2023,286.98,19694870,284.76,289.05,284.42
844,07/03/2023,286.02,8608555,286.70,289.40,284.85
845,07/05/2023,294.37,33865460,287.65,298.12,286.36
846,07/06/2023,291.99,47733830,295.89,298.12,291.31
847,07/07/2023,290.53,25585980,292.18,296.20,288.66
848,07/10/2023,294.10,37058310,295.55,298.13,287.05
849,07/11/2023,298.29,27585920,293.90,300.18,291.90
850,07/12/2023,309.34,36677130,301.75,309.45,300.10
851,07/13/2023,313.41,30280970,313.62,316.24,310.29
852,07/14/2023,308.87,23054110,311.79,314.88,307.36
853,07/17/2023,310.62,25323130,307.54,311.71,304.71
854,07/18/2023,312.05,20764580,310.88,314.20,307.62
855,07/19/2023,316.01,21763690,313.03,318.68,310.52
856,07/20/2023,302.52,23836880,313.50,315.54,302.22
857,07/21/2023,294.26,42139260,304.57,305.46,291.20
858,07/24/2023,291.61,24949410,295.78,297.52,288.30
859,07/25/2023,294.47,19585580,295.19,298.30,291.86
860,07/26/2023,298.57,47256930,301.19,301.77,291.90
861,07/27/2023,311.71,64229170,325.12,325.35,309.84
862,07/28/2023,325.48,39220270,316.88,326.20,314.25
863,07/31/2023,318.60,25799600,323.69,325.66,317.59
864,08/01/2023,322.71,22889870,317.54,324.14,314.66
865,08/02/2023,314.31,20461090,318.00,318.39,310.65
866,08/03/2023,313.19,15215420,309.93,315.95,309.93
867,08/04/2023,310.73,17612760,314.96,318.41,310.20
868,08/07/2023,316.56,16236500,313.23,317.07,310.46
869,08/08/2023,312.64,15183530,314.40,317.89,310.11
870,08/09/2023,305.21,19955780,312.88,313.63,302.85
871,08/10/2023,305.74,14358900,307.94,312.34,303.87
872,08/11/2023,301.64,14046250,302.57,304.72,300.36
873,08/14/2023,306.19,15641920,300.98,306.21,298.25
874,08/15/2023,301.95,11623610,306.14,307.23,300.03
875,08/16/2023,294.29,18547740,300.20,301.08,294.28
876,08/17/2023,285.09,23950090,293.05,296.05,284.95
877,08/18/2023,283.25,35347930,279.03,285.69,274.38
878,08/21/2023,289.90,20181480,283.45,290.50,281.85
879,08/22/2023,287.60,12999910,292.55,292.90,286.75
880,08/23/2023,294.24,18287000,288.50,297.40,287.67
881,08/24/2023,286.75,18360880,298.50,299.46,286.64
882,08/25/2023,285.50,23701440,286.13,288.39,276.03
883,08/28/2023,290.26,14239290,288.00,291.45,285.80
884,08/29/2023,297.99,20844520,288.59,299.15,288.18
885,08/30/2023,295.10,17717020,297.17,298.29,293.43
886,08/31/2023,295.89,17229870,295.80,301.10,295.66
887,09/01/2023,296.38,12842260,299.37,301.74,294.47
888,09/05/2023,300.15,14955990,297.02,301.39,295.51
889,09/06/2023,299.17,15418090,301.71,303.30,295.66
890,09/07/2023,298.67,33748740,298.00,307.05,292.22
891,09/08/2023,297.89,17572200,299.22,305.25,296.78
892,09/11/2023,307.56,19489330,301.41,309.04,301.28
893,09/12/2023,301.66,13480400,306.33,308.66,300.23
894,09/13/2023,305.06,13210920,302.36,307.18,301.32
895,09/14/2023,311.72,19343100,306.74,312.87,305.03
896,09/15/2023,300.31,28131140,311.61,312.00,298.75
897,09/18/2023,302.55,14234160,298.19,303.60,297.80
898,09/19/2023,305.07,15931620,302.48,306.17,299.81
899,09/20/2023,299.67,19379520,305.05,308.06,299.43
900,09/21/2023,295.73,21319580,295.70,300.26,293.27
901,09/22/2023,299.08,25369590,299.30,305.38,298.27
902,09/25/2023,300.83,18987010,295.64,300.95,293.70
903,09/26/2023,298.96,19417160,297.66,300.30,296.01
904,09/27/2023,297.74,36429840,300.45,301.30,286.79
905,09/28/2023,303.96,22167080,298.94,306.33,296.70
906,09/29/2023,300.21,25373700,307.38,310.64,299.36
907,10/02/2023,306.82,16265570,302.74,307.18,301.63
908,10/03/2023,300.94,17362250,304.26,306.77,299.64
909,10/04/2023,305.58,16880480,298.73,306.90,298.50
910,10/05/2023,304.79,19129960,304.63,306.21,299.50
911,10/06/2023,315.43,21803860,301.44,316.31,300.91
912,10/09/2023,318.36,22503660,312.50,320.33,311.82
913,10/10/2023,321.84,19037970,319.12,324.66,318.16
914,10/11/2023,327.82,22036300,323.01,328.84,322.95
915,10/12/2023,324.16,20530520,328.00,330.54,322.69
916,10/13/2023,314.69,21360790,323.53,325.05,312.37
917,10/16/2023,321.15,16536110,318.64,321.82,315.52
918,10/17/2023,324.00,16387800,318.18,324.40,317.30
919,10/18/2023,316.97,16851000,321.39,325.94,315.56
920,10/19/2023,312.81,18709160,319.88,321.89,311.75
921,10/20/2023,308.65,22312280,314.14,315.30,306.47
922,10/23/2023,314.01,17796790,309.50,317.36,307.26
923,10/24/2023,312.55,19525490,316.78,318.35,310.63
924,10/25/2023,299.53,42192470,310.00,310.88,298.84
925,10/26/2023,288.35,66684140,295.00,295.00,279.40
926,10/27/2023,296.73,29596260,294.48,299.31,292.97
927,10/30/2023,302.66,28435050,299.09,309.40,299.05
928,10/31/2023,301.27,19434170,303.31,303.68,296.86
929,11/01/2023,311.85,20434580,301.85,312.74,301.85
930,11/02/2023,310.87,21631820,317.30,318.82,308.33
931,11/03/2023,314.60,16764320,312.55,315.55,311.02
932,11/06/2023,315.80,12887700,315.98,318.33,314.45
933,11/07/2023,318.82,14055610,317.06,321.00,315.12
934,11/08/2023,319.78,13609700,318.14,321.33,314.88
935,11/09/2023,320.55,16103070,319.42,324.18,318.80
936,11/10/2023,328.77,19116920,319.94,329.10,319.46
937,11/13/2023,329.19,16908950,326.20,332.33,325.70
938,11/14/2023,336.31,17179400,334.54,338.10,333.33
939,11/15/2023,332.71,14531180,337.93,338.40,330.02
940,11/16/2023,334.19,18932570,329.37,334.58,326.38
941,11/17/2023,335.04,14519210,330.26,335.50,329.35
942,11/20/2023,339.97,16976130,334.89,341.87,334.19
943,11/21/2023,336.98,12027860,338.33,339.90,335.90
944,11/22/2023,341.49,10715180,339.21,342.92,338.58
945,11/24/2023,338.23,5467488,340.13,341.86,336.77
946,11/27/2023,334.70,15684450,336.18,339.90,334.20
947,11/28/2023,338.99,12637250,333.40,339.38,333.40
948,11/29/2023,332.20,16024500,339.69,339.90,330.78
949,11/30/2023,327.15,23146390,331.89,333.50,322.40
950,12/01/2023,324.82,15276380,325.48,326.86,320.76
951,12/04/2023,320.02,19037080,317.29,320.86,313.66
952,12/05/2023,318.29,16952130,318.98,321.88,315.39
953,12/06/2023,317.45,11294340,321.93,322.25,317.04
954,12/07/2023,326.59,15905080,317.77,328.24,317.77
955,12/08/2023,332.75,14087350,323.09,333.17,323.00
956,12/11/2023,325.28,25802460,329.40,329.89,320.00
957,12/12/2023,334.22,18485460,324.60,334.47,324.56
958,12/13/2023,334.74,16353320,333.93,338.37,332.64
959,12/14/2023,333.17,19607340,333.85,334.70,328.64
960,12/15/2023,334.92,31776850,331.99,338.66,331.22
961,12/18/2023,344.62,18993850,337.48,347.56,337.02
